Chr,start,end,LITCHI007109_threshold,LITCHI007109_Mean,TB0135
Chr9,14628100,14628200,3.8666666666666667,29.0,7.5
Chr15,15902400,15902500,9.666666666666666,29.0,3.0
Chr7,21268400,21268500,6.444444444444445,29.0,4.5
Chr12,4540600,4540700,3.411764705882353,29.0,8.5
Chr1,23412900,23413000,29.0,29.0,1.0
Chr2,39704200,39704300,3.411764705882353,29.0,8.5
Chr12,1548000,1548100,3.8666666666666667,29.0,7.5
Chr12,25100,25200,3.2222222222222223,29.0,9.0
Chr12,19644400,19644500,5.8,29.0,5.0
Chr7,10364500,10364600,29.0,29.0,1.0
Chr14,3959200,3959300,8.285714285714286,29.0,3.5
Chr13,3168400,3168500,5.2727272727272725,29.0,5.5
Chr3,18712300,18712400,9.666666666666666,29.0,3.0
Chr7,30822900,30823000,3.625,29.0,8.0
Chr2,1632700,1632800,29.0,29.0,1.0
Chr8,11707100,11707200,4.833333333333333,29.0,6.0
Chr9,5908000,5908100,3.625,29.0,8.0
Chr3,27186600,27186700,7.25,29.0,4.0
Chr8,17617700,17617800,4.833333333333333,29.0,6.0
Chr14,4588200,4588300,29.0,29.0,1.0
Chr14,1323900,1324000,4.142857142857143,29.0,7.0
Chr12,173400,173500,2.32,29.0,12.5
Chr12,18724500,18724600,4.833333333333333,29.0,6.0
Chr1,21513100,21513200,2.0714285714285716,29.0,14.0
Chr5,4991100,4991200,5.8,29.0,5.0
Chr6,775400,775500,7.25,29.0,4.0
Chr1,21049900,21050000,4.833333333333333,29.0,6.0
Chr8,19869200,19869300,4.833333333333333,29.0,6.0
Chr6,21255500,21255600,14.5,29.0,2.0
Chr9,1858700,1858800,3.625,29.0,8.0
Chr3,31057900,31058000,7.25,29.0,4.0
Chr10,22518200,22518300,14.5,29.0,2.0
Chr9,18663400,18663500,8.285714285714286,29.0,3.5
Chr4,27262600,27262700,9.666666666666666,29.0,3.0
Chr6,16173100,16173200,5.2727272727272725,29.0,5.5
Chr8,17313700,17313800,6.444444444444445,29.0,4.5
Chr7,22752500,22752600,9.666666666666666,29.0,3.0
Chr4,16540500,16540600,5.8,29.0,5.0
Chr3,20184700,20184800,3.2222222222222223,29.0,9.0
Chr13,13265000,13265100,29.0,29.0,1.0
Chr12,12522000,12522100,19.333333333333332,29.0,1.5
Chr1,2454400,2454500,6.444444444444445,29.0,4.5
Chr13,12073400,12073500,9.666666666666666,29.0,3.0
Chr1,28100200,28100300,11.6,29.0,2.5
Chr2,37193000,37193100,3.625,29.0,8.0
Chr1,28406400,28406500,5.8,29.0,5.0
Chr5,3584800,3584900,3.8666666666666667,29.0,7.5
Chr3,9635900,9636000,14.5,29.0,2.0
Chr1,29575100,29575200,29.0,29.0,1.0
Chr8,15533900,15534000,3.625,29.0,8.0
Chr8,24242700,24242800,19.333333333333332,29.0,1.5
Chr8,11377300,11377400,2.6363636363636362,29.0,11.0
Chr8,25834400,25834500,14.5,29.0,2.0
Chr7,23401100,23401200,4.833333333333333,29.0,6.0
Chr1,36441700,36441800,2.761904761904762,29.0,10.5
Chr3,19977600,19977700,7.25,29.0,4.0
Chr6,19101400,19101500,29.0,29.0,1.0
Chr4,34232800,34232900,6.444444444444445,29.0,4.5
Chr12,17081200,17081300,2.761904761904762,29.0,10.5
Chr13,3632700,3632800,5.8,29.0,5.0
Chr6,20802900,20803000,5.8,29.0,5.0
Chr3,32271700,32271800,29.0,29.0,1.0
Chr10,19699100,19699200,29.0,29.0,1.0
Chr3,12208400,12208500,29.0,29.0,1.0
Chr1,31064700,31064800,3.8666666666666667,29.0,7.5
Chr1,3308700,3308800,14.5,29.0,2.0
Chr7,29545900,29546000,2.4166666666666665,29.0,12.0
Chr6,20408100,20408200,4.461538461538462,29.0,6.5
Chr5,15838800,15838900,14.5,29.0,2.0
Chr13,4385700,4385800,7.25,29.0,4.0
Chr13,4524400,4524500,4.833333333333333,29.0,6.0
Chr2,27097800,27097900,19.333333333333332,29.0,1.5
Chr1,25812900,25813000,6.444444444444445,29.0,4.5
Chr1,39282900,39283000,7.25,29.0,4.0
Chr15,21175600,21175700,14.5,29.0,2.0
Chr9,15097600,15097700,5.2727272727272725,29.0,5.5
Chr1,25867000,25867100,2.761904761904762,29.0,10.5
Chr10,16709200,16709300,19.333333333333332,29.0,1.5
Chr13,5525100,5525200,19.333333333333332,29.0,1.5
Chr8,18636700,18636800,14.5,29.0,2.0
Chr12,9207100,9207200,2.32,29.0,12.5
Chr1,26392000,26392100,29.0,29.0,1.0
Chr12,6432700,6432800,5.2727272727272725,29.0,5.5
Chr4,21667000,21667100,4.142857142857143,29.0,7.0
Chr9,3298900,3299000,29.0,29.0,1.0
Chr3,30065300,30065400,7.25,29.0,4.0
Chr9,25384200,25384300,29.0,29.0,1.0
Chr8,5945700,5945800,8.285714285714286,29.0,3.5
Chr11,9098400,9098500,19.333333333333332,29.0,1.5
Chr5,11948200,11948300,14.5,29.0,2.0
Chr1,11475700,11475800,2.5217391304347827,29.0,11.5
Chr6,29950100,29950200,9.666666666666666,29.0,3.0
Chr7,11494800,11494900,4.461538461538462,29.0,6.5
Chr6,12205700,12205800,29.0,29.0,1.0
Chr11,10042000,10042100,8.285714285714286,29.0,3.5
Chr6,29686500,29686600,5.2727272727272725,29.0,5.5
Chr6,12064500,12064600,2.9,29.0,10.0
Chr14,21228100,21228200,2.9,29.0,10.0
Chr1,6459600,6459700,2.0714285714285716,29.0,14.0
Chr7,2235900,2236000,11.6,29.0,2.5
Chr1,13756600,13756700,3.411764705882353,29.0,8.5
Chr3,15315400,15315500,7.25,29.0,4.0
Chr5,25789700,25789800,3.2222222222222223,29.0,9.0
Chr2,22734600,22734700,4.461538461538462,29.0,6.5
Chr10,10759300,10759400,2.5217391304347827,29.0,11.5
Chr5,13108400,13108500,3.0526315789473686,29.0,9.5
Chr14,19634800,19634900,9.666666666666666,29.0,3.0
Chr2,29817800,29817900,3.625,29.0,8.0
Chr5,26258600,26258700,3.8666666666666667,29.0,7.5
Chr15,12516400,12516500,29.0,29.0,1.0
Chr7,3037300,3037400,2.761904761904762,29.0,10.5
Chr8,17884500,17884600,4.142857142857143,29.0,7.0
Chr4,9875600,9875700,4.461538461538462,29.0,6.5
Chr2,5113100,5113200,3.411764705882353,29.0,8.5
Chr2,30745100,30745200,4.142857142857143,29.0,7.0
Chr11,2786000,2786100,4.461538461538462,29.0,6.5
Chr5,1893800,1893900,3.0526315789473686,29.0,9.5
Chr9,22236700,22236800,3.8666666666666667,29.0,7.5
Chr5,22883600,22883700,29.0,29.0,1.0
Chr11,3768200,3768300,6.444444444444445,29.0,4.5
Chr2,28344600,28344700,3.0526315789473686,29.0,9.5
Chr10,8232400,8232500,9.666666666666666,29.0,3.0
Chr3,14830100,14830200,7.25,29.0,4.0
Chr2,24701700,24701800,4.461538461538462,29.0,6.5
Chr15,4414700,4414800,5.2727272727272725,29.0,5.5
Chr6,31791200,31791300,4.833333333333333,29.0,6.0
Chr5,1922500,1922600,29.0,29.0,1.0
Chr7,13348900,13349000,4.142857142857143,29.0,7.0
Chr15,838500,838600,7.25,29.0,4.0
Chr10,6623300,6623400,2.4166666666666665,29.0,12.0
Chr8,12198400,12198500,7.25,29.0,4.0
Chr11,6478800,6478900,5.8,29.0,5.0
Chr2,14670300,14670400,8.285714285714286,29.0,3.5
Chr7,13131700,13131800,14.5,29.0,2.0
Chr7,13309400,13309500,5.2727272727272725,29.0,5.5
Chr12,22504300,22504400,2.5217391304347827,29.0,11.5
Chr11,7143600,7143700,4.833333333333333,29.0,6.0
Chr11,7645600,7645700,2.230769230769231,29.0,13.0
Chr11,8019700,8019800,29.0,29.0,1.0
Chr8,19043800,19043900,5.8,29.0,5.0
Chr15,7686100,7686200,4.461538461538462,29.0,6.5
Chr14,17267100,17267200,8.285714285714286,29.0,3.5
Chr6,26124800,26124900,14.5,29.0,2.0
Chr4,32165700,32165800,5.2727272727272725,29.0,5.5
Chr1,17717200,17717300,9.666666666666666,29.0,3.0
Chr10,26516100,26516200,2.6363636363636362,29.0,11.0
Chr7,14868900,14869000,19.333333333333332,29.0,1.5
Chr8,12024600,12024700,4.142857142857143,29.0,7.0
Chr15,11318400,11318500,2.32,29.0,12.5
Chr4,24777900,24778000,2.5217391304347827,29.0,11.5
Chr11,18429300,18429400,2.0714285714285716,29.0,14.0
Chr4,21311500,21311600,2.5217391304347827,29.0,11.5
Chr15,21867700,21867800,5.2727272727272725,29.0,5.5
Chr2,21115500,21115600,3.625,29.0,8.0
Chr2,26165000,26165100,4.142857142857143,29.0,7.0
Chr11,19450800,19450900,2.1481481481481484,29.0,13.5
Chr7,16147200,16147300,2.761904761904762,29.0,10.5
Chr3,8218200,8218300,5.8,29.0,5.0
Chr6,25809800,25809900,2.0714285714285716,29.0,14.0
Chr7,16392000,16392100,2.761904761904762,29.0,10.5
Chr7,23975900,23976000,5.8,29.0,5.0
Chr3,13670400,13670500,4.833333333333333,29.0,6.0
Chr3,25137300,25137400,3.625,29.0,8.0
Chr3,13639800,13639900,14.5,29.0,2.0
Chr13,2827700,2827800,3.411764705882353,29.0,8.5
Chr1,16444200,16444300,3.8666666666666667,29.0,7.5
Chr11,17548200,17548300,9.666666666666666,29.0,3.0
Chr7,14538200,14538300,29.0,29.0,1.0
Chr4,17232300,17232400,2.0714285714285716,29.0,14.0
Chr7,3322000,3322100,8.285714285714286,29.0,3.5
Chr14,16845300,16845400,29.0,29.0,1.0
Chr11,15410500,15410600,29.0,29.0,1.0
Chr14,16498500,16498600,6.444444444444445,29.0,4.5
Chr2,22173400,22173500,2.6363636363636362,29.0,11.0
Chr15,9217500,9217600,2.761904761904762,29.0,10.5
Chr9,25862800,25862900,29.0,29.0,1.0
Chr5,18810100,18810200,8.285714285714286,29.0,3.5
Chr10,12092800,12092900,4.142857142857143,29.0,7.0
Chr13,1794100,1794200,7.25,29.0,4.0
Chr7,14464800,14464900,29.0,29.0,1.0
Chr1,35983000,35983100,3.2222222222222223,29.0,9.0
Chr15,9501600,9501700,5.8,29.0,5.0
Chr14,15437900,15438000,3.625,29.0,8.0
Chr11,15522900,15523000,2.230769230769231,29.0,13.0
Chr3,27795200,27795300,4.833333333333333,29.0,6.0
Chr1,31825700,31825800,2.32,29.0,12.5
Chr7,7517900,7518000,7.125,28.5,4.0
Chr4,13725400,13725500,4.384615384615385,28.5,6.5
Chr9,1654300,1654400,5.7,28.5,5.0
Chr6,15117400,15117500,28.5,28.5,1.0
Chr10,17334600,17334700,7.125,28.5,4.0
Chr10,18604900,18605000,4.384615384615385,28.5,6.5
Chr12,20383300,20383400,2.7142857142857144,28.5,10.5
Chr10,18653200,18653300,4.071428571428571,28.5,7.0
Chr8,15805700,15805800,3.3529411764705883,28.5,8.5
Chr9,27537200,27537300,11.4,28.5,2.5
Chr3,31562000,31562100,28.5,28.5,1.0
Chr12,22293200,22293300,4.75,28.5,6.0
Chr7,6737100,6737200,4.071428571428571,28.5,7.0
Chr12,16037000,16037100,6.333333333333333,28.5,4.5
Chr8,18951600,18951700,4.071428571428571,28.5,7.0
Chr3,22215400,22215500,28.5,28.5,1.0
Chr8,27284700,27284800,2.28,28.5,12.5
Chr7,988700,988800,2.111111111111111,28.5,13.5
Chr6,17076100,17076200,2.0357142857142856,28.5,14.0
Chr4,15724200,15724300,6.333333333333333,28.5,4.5
Chr11,20825500,20825600,3.1666666666666665,28.5,9.0
Chr10,24734600,24734700,2.1923076923076925,28.5,13.0
Chr11,20252700,20252800,2.590909090909091,28.5,11.0
Chr2,32888800,32888900,4.384615384615385,28.5,6.5
Chr11,18703900,18704000,6.333333333333333,28.5,4.5
Chr7,24560400,24560500,28.5,28.5,1.0
Chr2,32457400,32457500,9.5,28.5,3.0
Chr11,15690100,15690200,3.5625,28.5,8.0
Chr11,15474000,15474100,7.125,28.5,4.0
Chr2,22136000,22136100,28.5,28.5,1.0
Chr10,11833200,11833300,2.1923076923076925,28.5,13.0
Chr2,31820600,31820700,9.5,28.5,3.0
Chr3,29470100,29470200,11.4,28.5,2.5
Chr7,2654900,2655000,19.0,28.5,1.5
Chr10,3607500,3607600,4.071428571428571,28.5,7.0
Chr3,25960500,25960600,4.384615384615385,28.5,6.5
Chr11,10318000,10318100,5.7,28.5,5.0
Chr4,14372000,14372100,4.75,28.5,6.0
Chr10,4588300,4588400,9.5,28.5,3.0
Chr3,27392300,27392400,6.333333333333333,28.5,4.5
Chr7,11767100,11767200,2.1923076923076925,28.5,13.0
Chr11,6495800,6495900,5.181818181818182,28.5,5.5
Chr4,31308700,31308800,3.3529411764705883,28.5,8.5
Chr10,6877400,6877500,4.071428571428571,28.5,7.0
Chr7,11909800,11909900,14.25,28.5,2.0
Chr11,4642500,4642600,5.181818181818182,28.5,5.5
Chr10,8453600,8453700,2.0357142857142856,28.5,14.0
Chr7,11956700,11956800,28.5,28.5,1.0
Chr11,3234800,3234900,4.75,28.5,6.0
Chr11,21020500,21020600,2.4782608695652173,28.5,11.5
Chr11,23003100,23003200,9.5,28.5,3.0
Chr7,9142200,9142300,3.0,28.5,9.5
Chr6,24784400,24784500,2.590909090909091,28.5,11.0
Chr12,14166600,14166700,3.5625,28.5,8.0
Chr1,37579300,37579400,2.375,28.5,12.0
Chr7,9161800,9161900,5.7,28.5,5.0
Chr3,31319000,31319100,28.5,28.5,1.0
Chr3,29130300,29130400,28.5,28.5,1.0
Chr6,18612600,18612700,8.142857142857142,28.5,3.5
Chr7,22737700,22737800,4.75,28.5,6.0
Chr7,5308800,5308900,4.384615384615385,28.5,6.5
Chr10,22634500,22634600,5.7,28.5,5.0
Chr3,22953600,22953700,4.384615384615385,28.5,6.5
Chr3,7987200,7987300,4.384615384615385,28.5,6.5
Chr9,3117700,3117800,3.5625,28.5,8.0
Chr1,38863400,38863500,28.5,28.5,1.0
Chr2,18043100,18043200,14.25,28.5,2.0
Chr1,39080000,39080100,4.75,28.5,6.0
Chr7,22328600,22328700,4.75,28.5,6.0
Chr8,18571000,18571100,19.0,28.5,1.5
Chr3,9473200,9473300,4.071428571428571,28.5,7.0
Chr10,23129300,23129400,4.75,28.5,6.0
Chr7,22233100,22233200,19.0,28.5,1.5
Chr4,26912400,26912500,14.25,28.5,2.0
Chr1,43816300,43816400,2.375,28.5,12.0
Chr1,44060500,44060600,28.5,28.5,1.0
Chr11,25784200,25784300,19.0,28.5,1.5
Chr3,9051100,9051200,5.7,28.5,5.0
Chr11,25708600,25708700,6.333333333333333,28.5,4.5
Chr9,26495900,26496000,5.181818181818182,28.5,5.5
Chr1,46862000,46862100,3.0,28.5,9.5
Chr11,23343000,23343100,3.3529411764705883,28.5,8.5
Chr5,1908900,1909000,4.384615384615385,28.5,6.5
Chr10,18091300,18091400,7.125,28.5,4.0
Chr5,29245200,29245300,11.4,28.5,2.5
Chr1,23855900,23856000,2.28,28.5,12.5
Chr8,5389800,5389900,2.1923076923076925,28.5,13.0
Chr2,5731100,5731200,3.5625,28.5,8.0
Chr14,21276700,21276800,7.125,28.5,4.0
Chr14,21328000,21328100,28.5,28.5,1.0
Chr13,21730600,21730700,28.5,28.5,1.0
Chr2,38066600,38066700,4.071428571428571,28.5,7.0
Chr5,24595900,24596000,5.181818181818182,28.5,5.5
Chr5,24230600,24230700,9.5,28.5,3.0
Chr8,9913900,9914000,11.4,28.5,2.5
Chr13,17723000,17723100,2.85,28.5,10.0
Chr6,3593600,3593700,2.111111111111111,28.5,13.5
Chr14,23378300,23378400,4.75,28.5,6.0
Chr14,23905800,23905900,19.0,28.5,1.5
Chr6,4825700,4825800,14.25,28.5,2.0
Chr13,15007000,15007100,11.4,28.5,2.5
Chr5,4117100,4117200,7.125,28.5,4.0
Chr8,6346800,6346900,7.125,28.5,4.0
Chr3,20095500,20095600,28.5,28.5,1.0
Chr15,155800,155900,4.75,28.5,6.0
Chr2,12269400,12269500,11.4,28.5,2.5
Chr15,20939400,20939500,4.75,28.5,6.0
Chr3,35699200,35699300,3.5625,28.5,8.0
Chr5,14625600,14625700,5.7,28.5,5.0
Chr13,11011100,11011200,9.5,28.5,3.0
Chr4,11234900,11235000,3.5625,28.5,8.0
Chr3,338600,338700,2.4782608695652173,28.5,11.5
Chr5,30816200,30816300,3.1666666666666665,28.5,9.0
Chr14,9855600,9855700,5.7,28.5,5.0
Chr3,12774100,12774200,28.5,28.5,1.0
Chr3,5843300,5843400,2.28,28.5,12.5
Chr1,16179300,16179400,5.7,28.5,5.0
Chr2,2535100,2535200,4.384615384615385,28.5,6.5
Chr15,17863100,17863200,3.3529411764705883,28.5,8.5
Chr9,6468000,6468100,9.5,28.5,3.0
Chr1,15812700,15812800,28.5,28.5,1.0
Chr14,2816200,2816300,28.5,28.5,1.0
Chr2,38831100,38831200,11.4,28.5,2.5
Chr7,30788100,30788200,7.125,28.5,4.0
Chr9,11392300,11392400,11.4,28.5,2.5
Chr5,27195900,27196000,4.071428571428571,28.5,7.0
Chr1,14516800,14516900,5.181818181818182,28.5,5.5
Chr4,20817300,20817400,8.142857142857142,28.5,3.5
Chr5,16571700,16571800,8.142857142857142,28.5,3.5
Chr1,23337200,23337300,5.7,28.5,5.0
Chr14,19548200,19548300,3.0,28.5,9.5
Chr15,19281700,19281800,4.75,28.5,6.0
Chr3,36237600,36237700,11.4,28.5,2.5
Chr14,23000100,23000200,2.7142857142857144,28.5,10.5
Chr15,23671100,23671200,4.75,28.5,6.0
Chr2,13122800,13122900,6.333333333333333,28.5,4.5
Chr15,3855900,3856000,19.0,28.5,1.5
Chr15,10155100,10155200,5.7,28.5,5.0
Chr15,4190700,4190800,7.125,28.5,4.0
Chr15,4240800,4240900,2.28,28.5,12.5
Chr2,3514400,3514500,4.071428571428571,28.5,7.0
Chr15,4254700,4254800,5.7,28.5,5.0
Chr13,2958600,2958700,7.125,28.5,4.0
Chr6,10763900,10764000,5.7,28.5,5.0
Chr1,5201300,5201400,6.333333333333333,28.5,4.5
Chr13,2440800,2440900,6.333333333333333,28.5,4.5
Chr5,20982200,20982300,11.4,28.5,2.5
Chr6,11041200,11041300,19.0,28.5,1.5
Chr1,32080300,32080400,7.125,28.5,4.0
Chr13,827700,827800,4.384615384615385,28.5,6.5
Chr1,32370200,32370300,5.181818181818182,28.5,5.5
Chr15,23072200,23072300,14.25,28.5,2.0
Chr2,14581400,14581500,7.125,28.5,4.0
Chr5,19198000,19198100,4.75,28.5,6.0
Chr1,32466200,32466300,4.384615384615385,28.5,6.5
Chr4,22577600,22577700,3.3529411764705883,28.5,8.5
Chr1,18619100,18619200,2.85,28.5,10.0
Chr8,7678400,7678500,3.1666666666666665,28.5,9.0
Chr1,29333700,29333800,2.85,28.5,10.0
Chr1,4098700,4098800,2.1923076923076925,28.5,13.0
Chr13,10188500,10188600,28.5,28.5,1.0
Chr3,4199200,4199300,19.0,28.5,1.5
Chr15,21052700,21052800,11.4,28.5,2.5
Chr1,29704100,29704200,2.1923076923076925,28.5,13.0
Chr10,13112100,13112200,3.5,28.0,8.0
Chr15,6937000,6937100,5.090909090909091,28.0,5.5
Chr10,26089600,26089700,8.0,28.0,3.5
Chr3,30099600,30099700,3.5,28.0,8.0
Chr11,16494500,16494600,5.6,28.0,5.0
Chr8,24493400,24493500,2.1538461538461537,28.0,13.0
Chr5,28925600,28925700,28.0,28.0,1.0
Chr2,6743400,6743500,14.0,28.0,2.0
Chr15,6580800,6580900,4.0,28.0,7.0
Chr1,16154800,16154900,2.6666666666666665,28.0,10.5
Chr14,14175700,14175800,14.0,28.0,2.0
Chr3,25355700,25355800,2.8,28.0,10.0
Chr3,16190600,16190700,4.666666666666667,28.0,6.0
Chr11,15564600,15564700,2.6666666666666665,28.0,10.5
Chr14,16342500,16342600,4.3076923076923075,28.0,6.5
Chr2,26385800,26385900,11.2,28.0,2.5
Chr15,2603600,2603700,2.9473684210526314,28.0,9.5
Chr11,14980200,14980300,5.090909090909091,28.0,5.5
Chr4,12455500,12455600,4.0,28.0,7.0
Chr1,18556500,18556600,6.222222222222222,28.0,4.5
Chr15,8803000,8803100,3.2941176470588234,28.0,8.5
Chr15,881400,881500,5.6,28.0,5.0
Chr8,2209300,2209400,4.3076923076923075,28.0,6.5
Chr9,7767100,7767200,3.111111111111111,28.0,9.0
Chr9,26154700,26154800,7.0,28.0,4.0
Chr10,81200,81300,28.0,28.0,1.0
Chr5,6410300,6410400,28.0,28.0,1.0
Chr1,17862600,17862700,6.222222222222222,28.0,4.5
Chr9,2811000,2811100,6.222222222222222,28.0,4.5
Chr3,29215500,29215600,14.0,28.0,2.0
Chr8,10407800,10407900,6.222222222222222,28.0,4.5
Chr14,12338900,12339000,5.090909090909091,28.0,5.5
Chr12,23086400,23086500,3.111111111111111,28.0,9.0
Chr14,12811500,12811600,9.333333333333334,28.0,3.0
Chr4,26675000,26675100,7.0,28.0,4.0
Chr2,1764100,1764200,28.0,28.0,1.0
Chr2,25468300,25468400,4.0,28.0,7.0
Chr15,11201200,11201300,4.666666666666667,28.0,6.0
Chr10,8042500,8042600,6.222222222222222,28.0,4.5
Chr15,5442000,5442100,3.7333333333333334,28.0,7.5
Chr2,30415500,30415600,7.0,28.0,4.0
Chr8,5607800,5607900,3.5,28.0,8.0
Chr14,21653600,21653700,4.0,28.0,7.0
Chr10,4452600,4452700,9.333333333333334,28.0,3.0
Chr7,807000,807100,18.666666666666668,28.0,1.5
Chr7,13468100,13468200,14.0,28.0,2.0
Chr14,22623700,22623800,18.666666666666668,28.0,1.5
Chr8,10115600,10115700,28.0,28.0,1.0
Chr14,22863700,22863800,11.2,28.0,2.5
Chr3,33277100,33277200,28.0,28.0,1.0
Chr6,30441400,30441500,14.0,28.0,2.0
Chr5,22953900,22954000,7.0,28.0,4.0
Chr4,29018800,29018900,6.222222222222222,28.0,4.5
Chr11,8323600,8323700,2.5454545454545454,28.0,11.0
Chr3,29644400,29644500,11.2,28.0,2.5
Chr11,8312500,8312600,7.0,28.0,4.0
Chr14,23260400,23260500,7.0,28.0,4.0
Chr2,23220200,23220300,2.8,28.0,10.0
Chr8,5515700,5515800,2.5454545454545454,28.0,11.0
Chr10,25125300,25125400,2.9473684210526314,28.0,9.5
Chr11,11370500,11370600,5.6,28.0,5.0
Chr14,23308800,23308900,6.222222222222222,28.0,4.5
Chr7,13002300,13002400,14.0,28.0,2.0
Chr7,3920400,3920500,9.333333333333334,28.0,3.0
Chr14,17568500,17568600,28.0,28.0,1.0
Chr5,26414900,26415000,8.0,28.0,3.5
Chr10,23367900,23368000,3.5,28.0,8.0
Chr11,11628700,11628800,2.074074074074074,28.0,13.5
Chr14,18491800,18491900,28.0,28.0,1.0
Chr14,23815500,23815600,4.666666666666667,28.0,6.0
Chr7,3931800,3931900,5.6,28.0,5.0
Chr5,17277600,17277700,2.9473684210526314,28.0,9.5
Chr9,29641400,29641500,4.0,28.0,7.0
Chr2,23970600,23970700,3.7333333333333334,28.0,7.5
Chr4,18161300,18161400,5.090909090909091,28.0,5.5
Chr1,7494100,7494200,4.666666666666667,28.0,6.0
Chr7,4129400,4129500,8.0,28.0,3.5
Chr8,6806600,6806700,3.7333333333333334,28.0,7.5
Chr1,20818200,20818300,28.0,28.0,1.0
Chr1,24950900,24951000,28.0,28.0,1.0
Chr1,1756400,1756500,4.666666666666667,28.0,6.0
Chr6,17136600,17136700,4.0,28.0,7.0
Chr6,17172400,17172500,2.4347826086956523,28.0,11.5
Chr8,17149800,17149900,3.111111111111111,28.0,9.0
Chr1,28889400,28889500,2.4347826086956523,28.0,11.5
Chr13,12675600,12675700,4.0,28.0,7.0
Chr13,13786500,13786600,5.090909090909091,28.0,5.5
Chr12,11882500,11882600,8.0,28.0,3.5
Chr1,27898400,27898500,4.666666666666667,28.0,6.0
Chr13,14772700,14772800,3.5,28.0,8.0
Chr4,23513000,23513100,2.8,28.0,10.0
Chr13,17197200,17197300,5.6,28.0,5.0
Chr8,18722900,18723000,3.2941176470588234,28.0,8.5
Chr1,38485000,38485100,5.6,28.0,5.0
Chr2,17851500,17851600,4.3076923076923075,28.0,6.5
Chr13,17418300,17418400,3.111111111111111,28.0,9.0
Chr9,27183800,27183900,5.090909090909091,28.0,5.5
Chr9,15273500,15273600,14.0,28.0,2.0
Chr6,3572800,3572900,6.222222222222222,28.0,4.5
Chr12,8065500,8065600,7.0,28.0,4.0
Chr2,34561400,34561500,4.666666666666667,28.0,6.0
Chr8,19618800,19618900,6.222222222222222,28.0,4.5
Chr2,34436900,34437000,3.111111111111111,28.0,9.0
Chr6,3296100,3296200,28.0,28.0,1.0
Chr8,29317000,29317100,28.0,28.0,1.0
Chr4,8800900,8801000,3.7333333333333334,28.0,7.5
Chr12,14466000,14466100,14.0,28.0,2.0
Chr6,7550900,7551000,7.0,28.0,4.0
Chr4,23662600,23662700,5.090909090909091,28.0,5.5
Chr6,7737000,7737100,9.333333333333334,28.0,3.0
Chr12,23250200,23250300,6.222222222222222,28.0,4.5
Chr15,23151600,23151700,11.2,28.0,2.5
Chr6,13784400,13784500,2.24,28.0,12.5
Chr1,31880300,31880400,4.0,28.0,7.0
Chr13,1919200,1919300,5.6,28.0,5.0
Chr13,1986700,1986800,11.2,28.0,2.5
Chr13,2165600,2165700,11.2,28.0,2.5
Chr12,20658500,20658600,2.24,28.0,12.5
Chr1,31753200,31753300,28.0,28.0,1.0
Chr10,17883600,17883700,4.3076923076923075,28.0,6.5
Chr3,22184000,22184100,9.333333333333334,28.0,3.0
Chr6,10545900,10546000,11.2,28.0,2.5
Chr9,17104500,17104600,9.333333333333334,28.0,3.0
Chr4,13579400,13579500,4.3076923076923075,28.0,6.5
Chr4,6105700,6105800,4.0,28.0,7.0
Chr13,3580100,3580200,7.0,28.0,4.0
Chr3,31410600,31410700,28.0,28.0,1.0
Chr3,21363700,21363800,6.222222222222222,28.0,4.5
Chr9,18211000,18211100,18.666666666666668,28.0,1.5
Chr1,30005900,30006000,14.0,28.0,2.0
Chr5,13253200,13253300,4.3076923076923075,28.0,6.5
Chr5,13511200,13511300,18.666666666666668,28.0,1.5
Chr13,6461200,6461300,5.6,28.0,5.0
Chr9,16594600,16594700,5.090909090909091,28.0,5.5
Chr13,8970400,8970500,5.090909090909091,28.0,5.5
Chr1,24528700,24528800,28.0,28.0,1.0
Chr3,3050800,3050900,28.0,28.0,1.0
Chr3,19451400,19451500,11.2,28.0,2.5
Chr14,9577500,9577600,28.0,28.0,1.0
Chr14,2006500,2006600,4.666666666666667,28.0,6.0
Chr14,2529300,2529400,28.0,28.0,1.0
Chr1,22356000,22356100,2.1538461538461537,28.0,13.0
Chr12,6472600,6472700,5.090909090909091,28.0,5.5
Chr4,32826400,32826500,2.5454545454545454,28.0,11.0
Chr2,20048200,20048300,14.0,28.0,2.0
Chr8,145900,146000,3.5,28.0,8.0
Chr1,21696800,21696900,3.2941176470588234,28.0,8.5
Chr6,48600,48700,5.6,28.0,5.0
Chr11,19827200,19827300,28.0,28.0,1.0
Chr1,47352500,47352600,3.2941176470588234,28.0,8.5
Chr1,19505400,19505500,8.0,28.0,3.5
Chr5,15108700,15108800,14.0,28.0,2.0
Chr14,5758300,5758400,4.666666666666667,28.0,6.0
Chr8,934500,934600,2.9473684210526314,28.0,9.5
Chr5,10187800,10187900,9.333333333333334,28.0,3.0
Chr6,25521100,25521200,3.7333333333333334,28.0,7.5
Chr5,32374400,32374500,2.5454545454545454,28.0,11.0
Chr10,22687300,22687400,2.5454545454545454,28.0,11.0
Chr9,28375400,28375500,18.666666666666668,28.0,1.5
Chr3,35803400,35803500,3.2941176470588234,28.0,8.5
Chr8,16412600,16412700,3.7333333333333334,28.0,7.5
Chr5,5211700,5211800,7.0,28.0,4.0
Chr14,1583500,1583600,8.0,28.0,3.5
Chr14,1284600,1284700,18.666666666666668,28.0,1.5
Chr10,20205600,20205700,9.333333333333334,28.0,3.0
